dataset,dimension,relation,paper_orf_id,paper_chrom,paper_strand,paper_blocks,paper_start_codon,paper_stop_codon,paper_span_start,paper_span_end,paper_aa_len,pred_orf_id,pred_blocks,pred_start_codon,pred_stop_codon,pred_span_start,pred_span_end,pred_aa_len,delta_start_nt,delta_stop_nt,scope_class
unification+gencode:uORF,sequence,pred_contained_by_paper,ENSMUSG00000025157.8_Zdhhc16_chr19:41933496-41933634:+_45,chr19,+,41933496-41933634,41933496,41933634,41933496,41933634,45,P1_19:41933497_41933634:+:1:138,41933497-41933634,41933497,41933634,41933497,41933634,45,1,0,uORF
unification+gencode:uORF,coordinate,pred_contained_by_paper,ENSMUSG00000025157.8_Zdhhc16_chr19:41933496-41933634:+_45,chr19,+,41933496-41933634,41933496,41933634,41933496,41933634,45,P1_19:41933497_41933634:+:1:138,41933497-41933634,41933497,41933634,41933497,41933634,45,1,0,uORF
unification+gencode:uORF,sequence,pred_contained_by_paper,ENSMUSG00000036097.7_Slf2_chr19:44931126-44931336:+_69,chr19,+,44931126-44931336,44931126,44931336,44931126,44931336,69,P1_19:44931127_44931336:+:1:210,44931127-44931336,44931127,44931336,44931127,44931336,69,1,0,uORF
unification+gencode:uORF,coordinate,pred_contained_by_paper,ENSMUSG00000036097.7_Slf2_chr19:44931126-44931336:+_69,chr19,+,44931126-44931336,44931126,44931336,44931126,44931336,69,P1_19:44931127_44931336:+:1:210,44931127-44931336,44931127,44931336,44931127,44931336,69,1,0,uORF
unification+gencode:uORF,sequence,pred_contained_by_paper,ENSMUSG00000025207.15_Sema4g_chr19:44992235-44992289:+_17,chr19,+,44992235-44992289,44992235,44992289,44992235,44992289,17,P1_19:44992236_44992289:+:1:54,44992236-44992289,44992236,44992289,44992236,44992289,17,1,0,uORF
unification+gencode:uORF,coordinate,pred_contained_by_paper,ENSMUSG00000025207.15_Sema4g_chr19:44992235-44992289:+_17,chr19,+,44992235-44992289,44992235,44992289,44992235,44992289,17,P1_19:44992236_44992289:+:1:54,44992236-44992289,44992236,44992289,44992236,44992289,17,1,0,uORF
unification+gencode:uORF,sequence,pred_contained_by_paper,ENSMUSG00000025207.15_Sema4g_chr19:44989333-44992185:+_23,chr19,+,"44989333-44989357,44992137-44992185",44989333,44992185,44989333,44992185,23,P1_19:44989334_44992185:+:2:72,"44989334-44989357,44992138-44992185",44989334,44992185,44989334,44992185,23,1,0,uORF
unification+gencode:uORF,coordinate,pred_contained_by_paper,ENSMUSG00000025207.15_Sema4g_chr19:44989333-44992185:+_23,chr19,+,"44989333-44989357,44992137-44992185",44989333,44992185,44989333,44992185,23,P1_19:44989614_44992185:+:2:114,"44989614-44989679,44992138-44992185",44989614,44992185,44989614,44992185,37,281,0,uORF
unification+gencode:uORF,sequence,pred_contained_by_paper,ENSMUSG00000025207.15_Sema4g_chr19:44992307-44992394:+_28,chr19,+,44992307-44992394,44992307,44992394,44992307,44992394,28,P1_19:44992308_44992394:+:1:87,44992308-44992394,44992308,44992394,44992308,44992394,28,1,0,uORF
unification+gencode:uORF,coordinate,pred_contained_by_paper,ENSMUSG00000025207.15_Sema4g_chr19:44992307-44992394:+_28,chr19,+,44992307-44992394,44992307,44992394,44992307,44992394,28,P1_19:44992308_44992394:+:1:87,44992308-44992394,44992308,44992394,44992308,44992394,28,1,0,uORF
unification+gencode:uORF,sequence,pred_contained_by_paper,ENSMUSG00000025209.4_Twnk_chr19:45006724-45006793:+_22,chr19,+,45006724-45006793,45006724,45006793,45006724,45006793,22,P1_19:45006725_45006793:+:1:69,45006725-45006793,45006725,45006793,45006725,45006793,22,1,0,uORF
unification+gencode:uORF,coordinate,pred_contained_by_paper,ENSMUSG00000025209.4_Twnk_chr19:45006724-45006793:+_22,chr19,+,45006724-45006793,45006724,45006793,45006724,45006793,22,P1_19:45006725_45006793:+:1:69,45006725-45006793,45006725,45006793,45006725,45006793,22,1,0,uORF
unification+gencode:uORF,sequence,pred_contained_by_paper,ENSMUSG00000025218.6_Poll_chr19:45559581-45560488:-_45,chr19,-,"45559581-45559716,45560485-45560488",45560488,45559581,45559581,45560488,45,P1_19:45559582_45560488:-:2:138,"45559582-45559716,45560486-45560488",45560488,45559582,45559582,45560488,45,0,1,uORF
unification+gencode:uORF,coordinate,pred_contained_by_paper,ENSMUSG00000025218.6_Poll_chr19:45559581-45560488:-_45,chr19,-,"45559581-45559716,45560485-45560488",45560488,45559581,45559581,45560488,45,P1_19:45559582_45560488:-:2:138,"45559582-45559716,45560486-45560488",45560488,45559582,45559582,45560488,45,0,1,uORF
unification+gencode:uORF,sequence,pred_contained_by_paper,ENSMUSG00000025203.5_Scd2_chr19:44294057-44294333:+_91,chr19,+,44294057-44294333,44294057,44294333,44294057,44294333,91,P1_19:44294058_44294333:+:1:276,44294058-44294333,44294058,44294333,44294058,44294333,91,1,0,uORF
unification+gencode:uORF,coordinate,pred_contained_by_paper,ENSMUSG00000025203.5_Scd2_chr19:44294057-44294333:+_91,chr19,+,44294057-44294333,44294057,44294333,44294057,44294333,91,P1_19:44294066_44294209:+:1:144,44294066-44294209,44294066,44294209,44294066,44294209,47,9,124,uORF
unification+gencode:uORF,sequence,pred_contained_by_paper,ENSMUSG00000025227.14_Tmem180_chr19:46341145-46366369:+_27,chr19,+,"46341145-46341170,46366310-46366369",46341145,46366369,46341145,46366369,27,P1_19:46341146_46366369:+:2:84,"46341146-46341170,46366311-46366369",46341146,46366369,46341146,46366369,27,1,0,uORF
unification+gencode:uORF,coordinate,pred_contained_by_paper,ENSMUSG00000025227.14_Tmem180_chr19:46341145-46366369:+_27,chr19,+,"46341145-46341170,46366310-46366369",46341145,46366369,46341145,46366369,27,P1_19:46341146_46366369:+:2:84,"46341146-46341170,46366311-46366369",46341146,46366369,46341146,46366369,27,1,0,uORF
unification+gencode:uORF,sequence,pred_contained_by_paper,ENSMUSG00000037126.16_Psd_chr19:46324944-46324998:-_17,chr19,-,46324944-46324998,46324998,46324944,46324944,46324998,17,P1_19:46324945_46324998:-:1:54,46324945-46324998,46324998,46324945,46324945,46324998,17,0,1,uORF
unification+gencode:uORF,coordinate,pred_contained_by_paper,ENSMUSG00000037126.16_Psd_chr19:46324944-46324998:-_17,chr19,-,46324944-46324998,46324998,46324944,46324944,46324998,17,P1_19:46324945_46324998:-:1:54,46324945-46324998,46324998,46324945,46324945,46324998,17,0,1,uORF
unification+gencode:uORF,sequence,pred_contained_by_paper,ENSMUSG00000025223.14_Ldb1_chr19:46044856-46044925:-_22,chr19,-,46044856-46044925,46044925,46044856,46044856,46044925,22,P1_19:46044857_46044925:-:1:69,46044857-46044925,46044925,46044857,46044857,46044925,22,0,1,uORF
unification+gencode:uORF,coordinate,pred_contained_by_paper,ENSMUSG00000025223.14_Ldb1_chr19:46044856-46044925:-_22,chr19,-,46044856-46044925,46044925,46044856,46044856,46044925,22,P1_19:46044857_46044925:-:1:69,46044857-46044925,46044925,46044857,46044857,46044925,22,0,1,uORF
unification+gencode:uORF,sequence,pred_contained_by_paper,ENSMUSG00000074746.2_Pdzd8_chr19:59345441-59345684:-_80,chr19,-,59345441-59345684,59345684,59345441,59345441,59345684,80,P1_19:59345442_59345684:-:1:243,59345442-59345684,59345684,59345442,59345442,59345684,80,0,1,uORF
unification+gencode:uORF,coordinate,pred_contained_by_paper,ENSMUSG00000074746.2_Pdzd8_chr19:59345441-59345684:-_80,chr19,-,59345441-59345684,59345684,59345441,59345441,59345684,80,P1_19:59345442_59345684:-:1:243,59345442-59345684,59345684,59345442,59345442,59345684,80,0,1,uORF
unification+gencode:uORF,sequence,pred_contained_by_paper,ENSMUSG00000040022.14_Rab11fip2_chr19:59943123-59943267:-_47,chr19,-,59943123-59943267,59943267,59943123,59943123,59943267,47,P1_19:59943124_59943267:-:1:144,59943124-59943267,59943267,59943124,59943124,59943267,47,0,1,uORF
unification+gencode:uORF,coordinate,pred_contained_by_paper,ENSMUSG00000040022.14_Rab11fip2_chr19:59943123-59943267:-_47,chr19,-,59943123-59943267,59943267,59943123,59943123,59943267,47,P1_19:59943124_59943267:-:1:144,59943124-59943267,59943267,59943124,59943124,59943267,47,0,1,uORF
unification+gencode:uORF,sequence,pred_contained_by_paper,ENSMUSG00000025077.13_Dclre1a_chr19:56547368-56547512:-_47,chr19,-,56547368-56547512,56547512,56547368,56547368,56547512,47,P1_19:56547369_56547512:-:1:144,56547369-56547512,56547512,56547369,56547369,56547512,47,0,1,uORF
unification+gencode:uORF,coordinate,pred_contained_by_paper,ENSMUSG00000025077.13_Dclre1a_chr19:56547368-56547512:-_47,chr19,-,56547368-56547512,56547512,56547368,56547368,56547512,47,P1_19:56547369_56547512:-:1:144,56547369-56547512,56547512,56547369,56547369,56547512,47,0,1,uORF
unification+gencode:uORF,sequence,pred_contained_by_paper,ENSMUSG00000054843.8_Atrnl1_chr19:57611141-57611237:+_31,chr19,+,57611141-57611237,57611141,57611237,57611141,57611237,31,P1_19:57611142_57611237:+:1:96,57611142-57611237,57611142,57611237,57611142,57611237,31,1,0,uORF
unification+gencode:uORF,coordinate,pred_contained_by_paper,ENSMUSG00000054843.8_Atrnl1_chr19:57611141-57611237:+_31,chr19,+,57611141-57611237,57611141,57611237,57611141,57611237,31,P1_19:57611142_57611237:+:1:96,57611142-57611237,57611142,57611237,57611142,57611237,31,1,0,uORF
unification+gencode:uORF,sequence,pred_contained_by_paper,ENSMUSG00000025089.15_Gfra1_chr19:58454417-58454477:-_19,chr19,-,58454417-58454477,58454477,58454417,58454417,58454477,19,P1_19:58454418_58454477:-:1:60,58454418-58454477,58454477,58454418,58454418,58454477,19,0,1,uORF
unification+gencode:uORF,coordinate,pred_contained_by_paper,ENSMUSG00000025089.15_Gfra1_chr19:58454417-58454477:-_19,chr19,-,58454417-58454477,58454477,58454417,58454417,58454477,19,P1_19:58454418_58454477:-:1:60,58454418-58454477,58454477,58454418,58454418,58454477,19,0,1,uORF
unification+gencode:uORF,sequence,pred_contained_by_paper,ENSMUSG00000035173.14_Ccdc186_chr19:56822015-56822171:-_51,chr19,-,56822015-56822171,56822171,56822015,56822015,56822171,51,P1_19:56822016_56822171:-:1:156,56822016-56822171,56822171,56822016,56822016,56822171,51,0,1,uORF
unification+gencode:uORF,coordinate,pred_contained_by_paper,ENSMUSG00000035173.14_Ccdc186_chr19:56822015-56822171:-_51,chr19,-,56822015-56822171,56822171,56822015,56822015,56822171,51,P1_19:56822016_56822171:-:1:156,56822016-56822171,56822171,56822016,56822016,56822171,51,0,1,uORF
unification+gencode:uORF,sequence,pred_contained_by_paper,ENSMUSG00000008035.12_Mid1ip1_chrX:10717575-10717677:+_33,chrX,+,10717575-10717677,10717575,10717677,10717575,10717677,33,P1_X:10717576_10717677:+:1:102,10717576-10717677,10717576,10717677,10717576,10717677,33,1,0,uORF
unification+gencode:uORF,coordinate,pred_contained_by_paper,ENSMUSG00000008035.12_Mid1ip1_chrX:10717575-10717677:+_33,chrX,+,10717575-10717677,10717575,10717677,10717575,10717677,33,P1_X:10717576_10717677:+:1:102,10717576-10717677,10717576,10717677,10717576,10717677,33,1,0,uORF
unification+gencode:uORF,sequence,pred_contained_by_paper,ENSMUSG00000031153.16_Gripap1_chrX:7790012-7794266:+_63,chrX,+,"7790012-7790068,7792069-7792136,7792275-7792337,7794259-7794266",7790012,7794266,7790012,7794266,63,P1_X:7790013_7794266:+:4:192,"7790013-7790068,7792070-7792136,7792276-7792337,7794260-7794266",7790013,7794266,7790013,7794266,63,1,0,uORF
unification+gencode:uORF,coordinate,pred_contained_by_paper,ENSMUSG00000031153.16_Gripap1_chrX:7790012-7794266:+_63,chrX,+,"7790012-7790068,7792069-7792136,7792275-7792337,7794259-7794266",7790012,7794266,7790012,7794266,63,P1_X:7790013_7794266:+:4:192,"7790013-7790068,7792070-7792136,7792276-7792337,7794260-7794266",7790013,7794266,7790013,7794266,63,1,0,uORF
unification+gencode:uORF,sequence,pred_contained_by_paper,ENSMUSG00000031166.13_Wdr13_chrX:8132545-8132641:-_31,chrX,-,8132545-8132641,8132641,8132545,8132545,8132641,31,P1_X:8132546_8132641:-:1:96,8132546-8132641,8132641,8132546,8132546,8132641,31,0,1,uORF
unification+gencode:uORF,coordinate,pred_contained_by_paper,ENSMUSG00000031166.13_Wdr13_chrX:8132545-8132641:-_31,chrX,-,8132545-8132641,8132641,8132545,8132545,8132641,31,P1_X:8132559_8132630:-:1:72,8132559-8132630,8132630,8132559,8132559,8132630,23,11,14,uORF
unification+gencode:uORF,sequence,pred_contained_by_paper,ENSMUSG00000031166.13_Wdr13_chrX:8132389-8132506:-_38,chrX,-,8132389-8132506,8132506,8132389,8132389,8132506,38,P1_X:8132390_8132506:-:1:117,8132390-8132506,8132506,8132390,8132390,8132506,38,0,1,uORF
unification+gencode:uORF,coordinate,pred_contained_by_paper,ENSMUSG00000031166.13_Wdr13_chrX:8132389-8132506:-_38,chrX,-,8132389-8132506,8132506,8132389,8132389,8132506,38,P1_X:8132390_8132506:-:1:117,8132390-8132506,8132506,8132390,8132390,8132506,38,0,1,uORF
unification+gencode:uORF,sequence,pred_contained_by_paper,ENSMUSG00000024982.10_Zdhhc6_chr19:55314738-55315830:-_22,chr19,-,"55314738-55314772,55315795-55315830",55315830,55314738,55314738,55315830,22,P1_19:55314739_55315830:-:2:69,"55314739-55314772,55315796-55315830",55315830,55314739,55314739,55315830,22,0,1,uORF
unification+gencode:uORF,coordinate,pred_contained_by_paper,ENSMUSG00000024982.10_Zdhhc6_chr19:55314738-55315830:-_22,chr19,-,"55314738-55314772,55315795-55315830",55315830,55314738,55314738,55315830,22,P1_19:55314739_55315830:-:2:69,"55314739-55314772,55315796-55315830",55315830,55314739,55314739,55315830,22,0,1,uORF
unification+gencode:uORF,coordinate,pred_contains_paper,ENSMUSG00000024982.10_Zdhhc6_chr19:55315737-55315830:-_30,chr19,-,55315737-55315830,55315830,55315737,55315737,55315830,30,P1_19:55314739_55315830:-:2:69,"55314739-55314772,55315796-55315830",55315830,55314739,55314739,55315830,22,0,998,uORF
unification+gencode:uORF,sequence,pred_contained_by_paper,ENSMUSG00000040138.7_Ndp_chrX:16894650-16894710:-_19,chrX,-,16894650-16894710,16894710,16894650,16894650,16894710,19,P1_X:16894651_16894710:-:1:60,16894651-16894710,16894710,16894651,16894651,16894710,19,0,1,uORF
unification+gencode:uORF,coordinate,pred_contained_by_paper,ENSMUSG00000040138.7_Ndp_chrX:16894650-16894710:-_19,chrX,-,16894650-16894710,16894710,16894650,16894650,16894710,19,P1_X:16894651_16894710:-:1:60,16894651-16894710,16894710,16894651,16894651,16894710,19,0,1,uORF
unification+gencode:uORF,sequence,pred_contained_by_paper,ENSMUSG00000036985.12_Zdhhc9_chrX:48206868-48206946:-_25,chrX,-,48206868-48206946,48206946,48206868,48206868,48206946,25,P1_X:48206869_48206946:-:1:78,48206869-48206946,48206946,48206869,48206869,48206946,25,0,1,uORF
unification+gencode:uORF,coordinate,pred_contained_by_paper,ENSMUSG00000036985.12_Zdhhc9_chrX:48206868-48206946:-_25,chrX,-,48206868-48206946,48206946,48206868,48206868,48206946,25,P1_X:48206869_48206946:-:1:78,48206869-48206946,48206946,48206869,48206869,48206946,25,0,1,uORF
unification+gencode:uORF,sequence,pred_contained_by_paper,ENSMUSG00000016534.15_Lamp2_chrX:38456283-38456448:-_54,chrX,-,38456283-38456448,38456448,38456283,38456283,38456448,54,P1_X:38456284_38456448:-:1:165,38456284-38456448,38456448,38456284,38456284,38456448,54,0,1,uORF
unification+gencode:uORF,coordinate,pred_contained_by_paper,ENSMUSG00000016534.15_Lamp2_chrX:38456283-38456448:-_54,chrX,-,38456283-38456448,38456448,38456283,38456283,38456448,54,P1_X:38456284_38456448:-:1:165,38456284-38456448,38456448,38456284,38456284,38456448,54,0,1,uORF
unification+gencode:uORF,sequence,pred_contained_by_paper,ENSMUSG00000025626.16_Phf6_chrX:52912312-52916569:+_46,chrX,+,"52912312-52912436,52916552-52916569",52912312,52916569,52912312,52916569,46,P1_X:52912313_52916569:+:2:141,"52912313-52912436,52916553-52916569",52912313,52916569,52912313,52916569,46,1,0,uORF
unification+gencode:uORF,coordinate,pred_contained_by_paper,ENSMUSG00000025626.16_Phf6_chrX:52912312-52916569:+_46,chrX,+,"52912312-52912436,52916552-52916569",52912312,52916569,52912312,52916569,46,P1_X:52912313_52916569:+:2:141,"52912313-52912436,52916553-52916569",52912313,52916569,52912313,52916569,46,1,0,uORF
unification+gencode:uORF,sequence,pred_contained_by_paper,ENSMUSG00000025626.16_Phf6_chrX:52912312-52931616:+_55,chrX,+,"52912312-52912436,52931572-52931616",52912312,52931616,52912312,52931616,55,P1_X:52912313_52931616:+:2:168,"52912313-52912436,52931573-52931616",52912313,52931616,52912313,52931616,55,1,0,uORF
unification+gencode:uORF,coordinate,pred_contained_by_paper,ENSMUSG00000025626.16_Phf6_chrX:52912312-52931616:+_55,chrX,+,"52912312-52912436,52931572-52931616",52912312,52931616,52912312,52931616,55,P1_X:52912313_52916569:+:2:141,"52912313-52912436,52916553-52916569",52912313,52916569,52912313,52916569,46,1,15047,uORF
unification+gencode:uORF,sequence,pred_contained_by_paper,ENSMUSG00000036790.5_Slitrk2_chrX:66653317-66653368:+_16,chrX,+,66653317-66653368,66653317,66653368,66653317,66653368,16,P1_X:66653318_66653368:+:1:51,66653318-66653368,66653318,66653368,66653318,66653368,16,1,0,uORF
unification+gencode:uORF,coordinate,pred_contained_by_paper,ENSMUSG00000036790.5_Slitrk2_chrX:66653317-66653368:+_16,chrX,+,66653317-66653368,66653317,66653368,66653317,66653368,16,P1_X:66653318_66653368:+:1:51,66653318-66653368,66653318,66653368,66653318,66653368,16,1,0,uORF
unification+gencode:uORF,sequence,pred_contained_by_paper,ENSMUSG00000031060.16_Rbm10_chrX:20618012-20620042:+_35,chrX,+,"20618012-20618051,20619973-20620042",20618012,20620042,20618012,20620042,35,P1_X:20618013_20620042:+:2:108,"20618013-20618051,20619974-20620042",20618013,20620042,20618013,20620042,35,1,0,uORF
unification+gencode:uORF,coordinate,pred_contains_paper,ENSMUSG00000031060.16_Rbm10_chrX:20618012-20620042:+_35,chrX,+,"20618012-20618051,20619973-20620042",20618012,20620042,20618012,20620042,35,P1_X:20617955_20620082:+:2:237,"20617955-20618082,20619974-20620082",20617955,20620082,20617955,20620082,78,57,40,uORF
unification+gencode:uORF,coordinate,pred_contained_by_paper,ENSMUSG00000031060.16_Rbm10_chrX:20618012-20620042:+_35,chrX,+,"20618012-20618051,20619973-20620042",20618012,20620042,20618012,20620042,35,P1_X:20618013_20620035:+:2:132,"20618013-20618082,20619974-20620035",20618013,20620035,20618013,20620035,43,1,7,uORF
unification+gencode:uORF,sequence,pred_contained_by_paper,ENSMUSG00000002006.12_Pdzd4_chrX:73824466-73824556:-_29,chrX,-,73824466-73824556,73824556,73824466,73824466,73824556,29,P1_X:73824467_73824556:-:1:90,73824467-73824556,73824556,73824467,73824467,73824556,29,0,1,uORF
unification+gencode:uORF,coordinate,pred_contained_by_paper,ENSMUSG00000002006.12_Pdzd4_chrX:73824466-73824556:-_29,chrX,-,73824466-73824556,73824556,73824466,73824466,73824556,29,P1_X:73824467_73824556:-:1:90,73824467-73824556,73824556,73824467,73824467,73824556,29,0,1,uORF
unification+gencode:uORF,sequence,pred_contained_by_paper,ENSMUSG00000031393.16_Mecp2_chrX:74079989-74135344:-_18,chrX,-,"74079989-74080032,74135330-74135344",74135344,74079989,74079989,74135344,18,P1_X:74079990_74135344:-:2:57,"74079990-74080032,74135331-74135344",74135344,74079990,74079990,74135344,18,0,1,uORF
unification+gencode:uORF,coordinate,pred_contained_by_paper,ENSMUSG00000031393.16_Mecp2_chrX:74079989-74135344:-_18,chrX,-,"74079989-74080032,74135330-74135344",74135344,74079989,74079989,74135344,18,P1_X:74079990_74085586:-:2:120,"74079990-74080032,74085510-74085586",74085586,74079990,74079990,74085586,39,49758,1,uORF
unification+gencode:uORF,sequence,pred_contained_by_paper,ENSMUSG00000031200.16_Mtcp1_chrX:75411469-75416016:-_68,chrX,-,"75411469-75411522,75411634-75411786,75416014-75416016",75416016,75411469,75411469,75416016,68,P1_X:75411470_75416016:-:3:207,"75411470-75411522,75411635-75411786,75416015-75416016",75416016,75411470,75411470,75416016,68,0,1,uORF
unification+gencode:uORF,coordinate,pred_contained_by_paper,ENSMUSG00000031200.16_Mtcp1_chrX:75411469-75416016:-_68,chrX,-,"75411469-75411522,75411634-75411786,75416014-75416016",75416016,75411469,75411469,75416016,68,P1_X:75411470_75416016:-:3:207,"75411470-75411522,75411635-75411786,75416015-75416016",75416016,75411470,75411470,75416016,68,0,1,uORF
